review_id,customer_id,product_id,rating,review_text,review_date,sentiment
R0357,791,55,4,데님 청바지 사용해보니 방수 기능 우수하네요. 사이즈 딱맞음해서 만족스럽습니다.,2025-04-07,Positive
R0358,653,81,5,와! 밤에도 사용 가능하고 무음 모드 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-01-29,Positive
R0359,187,31,3,평범한 제품인 것 같아요. 불편함하고 추천 안함한 정도입니다.,2025-02-18,Neutral
R0360,188,63,3,믹서기 그냥 그래요. 이웃 민원한 편이지만 진동 많음한 부분도 있어서 보통입니다.,2025-07-24,Neutral
R0361,313,28,2,양말 5족세트 실망이에요. 브랜드 의심하고 불편함해서 별로예요.,2025-07-12,Negative
R0362,233,67,5,와! 포장 깔끔하고 품질 우수해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2024-12-28,Positive
R0363,342,89,3,모니터 암 그냥 그래요. 화면 작음한 편이지만 너무 어둠한 부분도 있어서 보통입니다.,2024-11-03,Neutral
R0364,716,65,1,속옷 세트 실망이에요. 보온성 부족하고 답답함해서 별로예요.,2025-04-12,Negative
R0365,136,37,2,기대했는데 아쉽네요. 쉽게 망가짐하고 추천 안함합니다. 2점이 적당한 것 같아요.,2025-08-04,Negative
R0366,195,68,5,와! 충전 빠름하고 전력 효율 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-09-06,Positive
R0367,216,36,5,와! 빠른 배송하고 품질 우수해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-06-02,Positive
R0368,708,13,1,블루투스 스피커 후기입니다. 음향 효과 별로해서 불만족이에요. 연결 불안정하기까지 하네요.,2025-05-02,Negative
R0369,814,76,3,평범한 제품인 것 같아요. 음향 효과 별로하고 잡음 많음한 정도입니다.,2025-01-28,Neutral
R0370,366,35,1,정수기 실망이에요. 쉽게 망가짐하고 실망스러움해서 별로예요.,2025-03-15,Negative
R0371,889,87,1,음... 보온성 부족하고 방수 안됨해서 다시 사고 싶지 않아요.,2025-02-05,Negative
R0372,52,38,4,수영복 정말 만족합니다! 품질 우수하고 브랜드 신뢰해서 추천드려요.,2025-01-26,Positive
R0373,536,81,5,식기세척기 사용해보니 진동 없음하네요. 소음 적음해서 만족스럽습니다.,2025-07-28,Positive
R0374,139,8,5,온수매트 후기 남깁니다. 브랜드 신뢰해서 기대 이상이었어요. 추천함하기까지!,2025-08-11,Positive
R0375,469,30,1,기대했는데 아쉽네요. 에너지 많이 먹음하고 기능 부족합니다. 1점이 적당한 것 같아요.,2024-11-27,Negative
R0376,783,39,4,전기히터 정말 만족합니다! 추천함하고 브랜드 신뢰해서 추천드려요.,2025-06-15,Positive
R0377,637,49,2,벨트 가죽 후기입니다. 불편함해서 불만족이에요. 마감 거칠음하기까지 하네요.,2025-08-10,Negative
R0378,148,46,2,음... 배송 늦음하고 비싼 가격해서 다시 사고 싶지 않아요.,2024-12-29,Negative
R0379,519,8,3,온수매트 보통 수준이네요. 배송 늦음하지만 실망스러움해서 그럭저럭이에요.,2025-08-18,Neutral
R0380,852,29,3,등산복 사용 후기입니다. 불편함한 점은 좋지만 품질 아쉬움한 게 아쉬워요.,2025-04-27,Neutral
R0381,539,34,2,음... 이웃 민원하고 밤에 못씀해서 다시 사고 싶지 않아요.,2024-12-07,Negative
R0382,607,67,2,음... 쉽게 망가짐하고 추천 안함해서 다시 사고 싶지 않아요.,2025-09-16,Negative
R0383,929,97,1,드론 미니 후기입니다. 전력 효율 나쁨해서 불만족이에요. 충전 느림하기까지 하네요.,2025-05-31,Negative
R0384,230,12,5,인덕션 레인지 정말 만족합니다! 타이머 기능 좋음하고 기능 다양해서 추천드려요.,2025-01-18,Positive
R0385,91,35,5,정수기 후기 남깁니다. 만족스러움해서 기대 이상이었어요. 빠른 배송하기까지!,2025-09-27,Positive
R0386,8,95,3,니트 스웨터 보통 수준이네요. 추천 안함하지만 쉽게 망가짐해서 그럭저럭이에요.,2025-09-23,Neutral
R0387,643,97,5,드론 미니 후기 남깁니다. 전력 효율 좋음해서 기대 이상이었어요. 대기시간 길음하기까지!,2025-08-24,Positive
R0388,908,93,3,평범한 제품인 것 같아요. 이웃 민원하고 밤에 못씀한 정도입니다.,2025-01-21,Neutral
R0389,134,86,1,기대했는데 아쉽네요. 비싼 가격하고 품질 아쉬움합니다. 1점이 적당한 것 같아요.,2025-10-01,Negative
R0390,22,89,5,이 제품 구매하길 잘했네요. 색감 좋음하고 화면 크기 적당합니다. 5점 드립니다!,2025-05-19,Positive
R0391,973,58,4,와! 디자인 예쁨하고 내구성 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-08-04,Positive
R0392,896,47,3,평범한 제품인 것 같아요. 디자인 별로하고 가짜 같음한 정도입니다.,2025-07-23,Neutral
R0393,821,20,4,렌즈 85mm 사용해보니 디자인 예쁨하네요. 추천함해서 만족스럽습니다.,2025-01-15,Positive
R0394,403,1,3,넥타이 실크 사용 후기입니다. 기대 이하한 점은 좋지만 포장 엉성한 게 아쉬워요.,2025-02-22,Neutral
R0395,525,81,3,평범한 제품인 것 같아요. 진동 많음하고 너무 시끄러움한 정도입니다.,2025-09-13,Neutral
R0396,742,83,1,기대했는데 아쉽네요. 품질 아쉬움하고 불편함합니다. 1점이 적당한 것 같아요.,2024-11-11,Negative
R0397,259,55,3,데님 청바지 사용 후기입니다. 착용감 불편한 점은 좋지만 신축성 부족한 게 아쉬워요.,2025-04-12,Neutral
R0398,189,18,3,운동 매트 보통 수준이네요. 브랜드 의심하지만 쉽게 망가짐해서 그럭저럭이에요.,2025-03-16,Neutral
R0399,774,70,2,모자 베레 쓰면서 너무 꽉참한 게 가장 아쉬워요. 신축성 부족하기까지 해서 실망.,2025-01-26,Negative
R0400,447,25,5,전기밥솥 사용해보니 온도 조절 정확하네요. 타이머 기능 좋음해서 만족스럽습니다.,2025-06-07,Positive
R0401,346,47,5,반지 다이아몬드 사용해보니 수납 공간 넉넉하네요. 고급스러움해서 만족스럽습니다.,2025-02-21,Positive
R0402,990,53,4,정장 수트 후기 남깁니다. 방수 기능 우수해서 기대 이상이었어요. 사이즈 딱맞음하기까지!,2025-05-27,Positive
R0403,377,52,5,메모리카드 256GB 정말 만족합니다! 성능 우수하고 품질 만족해서 추천드려요.,2024-10-28,Positive
R0404,587,87,3,비즈니스 셔츠 사용 후기입니다. 너무 꽉참한 점은 좋지만 방수 안됨한 게 아쉬워요.,2025-06-25,Neutral
R0405,584,83,3,평범한 제품인 것 같아요. 불편함하고 비싼 가격한 정도입니다.,2025-06-29,Neutral
R0406,218,25,2,전기밥솥 후기입니다. 기능 부족해서 불만족이에요. 에너지 많이 먹음하기까지 하네요.,2025-08-29,Negative
R0407,801,17,4,이 제품 구매하길 잘했네요. 조용한 작동하고 무음 모드 좋음합니다. 4점 드립니다!,2025-05-26,Positive
R0408,975,66,3,평범한 제품인 것 같아요. 불편함하고 포장 엉성한 정도입니다.,2025-03-04,Neutral
R0409,794,58,1,기대했는데 아쉽네요. 포장 엉성하고 쉽게 망가짐합니다. 1점이 적당한 것 같아요.,2025-03-11,Negative
R0410,703,64,4,이 제품 구매하길 잘했네요. 대기시간 길음하고 배터리 수명 긴합니다. 4점 드립니다!,2025-07-19,Positive
R0411,23,93,5,와! 무음 모드 좋음하고 밤에도 사용 가능해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-02-01,Positive
R0412,379,33,4,액션캠 4K 후기 남깁니다. 품질 우수해서 기대 이상이었어요. 내구성 좋음하기까지!,2024-12-23,Positive
R0413,4,59,2,귀걸이 실버 쓰면서 가짜 같음한 게 가장 아쉬워요. 마감 거칠음하기까지 해서 실망.,2025-07-06,Negative
R0414,730,18,4,이 제품 구매하길 잘했네요. 빠른 배송하고 가성비 좋음합니다. 4점 드립니다!,2024-11-22,Positive
R0415,975,62,1,마이크 콘덴서 후기입니다. 잡음 많음해서 불만족이에요. 음질 나쁨하기까지 하네요.,2025-03-14,Negative
R0416,669,35,4,이 제품 구매하길 잘했네요. 브랜드 신뢰하고 가성비 좋음합니다. 4점 드립니다!,2024-12-13,Positive
R0417,846,18,4,이 제품 구매하길 잘했네요. 가성비 좋음하고 브랜드 신뢰합니다. 4점 드립니다!,2025-04-21,Positive
R0418,817,87,5,와! 통기성 좋음하고 보온성 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-05-06,Positive
R0419,639,9,5,전동 칫솔 정말 만족합니다! 가성비 좋음하고 빠른 배송해서 추천드려요.,2025-01-10,Positive
R0420,941,35,4,정수기 정말 만족합니다! 추천함하고 포장 깔끔해서 추천드려요.,2025-08-02,Positive
R0421,510,3,5,게이밍 키보드 후기 남깁니다. 품질 우수해서 기대 이상이었어요. 만족스러움하기까지!,2025-05-11,Positive
R0422,748,31,1,음... 기대 이하하고 실망스러움해서 다시 사고 싶지 않아요.,2025-06-11,Negative
R0423,833,55,4,와! 착용감 좋음하고 편안함해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2024-12-15,Positive
R0424,185,31,1,전기포트 후기입니다. 브랜드 의심해서 불만족이에요. 포장 엉성하기까지 하네요.,2025-04-11,Negative
R0425,992,95,4,니트 스웨터 사용해보니 가성비 좋음하네요. 실용적해서 만족스럽습니다.,2024-12-29,Positive
R0426,920,64,5,노트북 Pro 후기 남깁니다. 대기시간 길음해서 기대 이상이었어요. 배터리 수명 긴하기까지!,2025-02-06,Positive
R0427,125,23,2,USB-C 허브 실망이에요. 비싼 가격하고 실망스러움해서 별로예요.,2025-02-25,Negative
R0428,254,33,3,액션캠 4K 그냥 그래요. 포장 엉성한 편이지만 배송 늦음한 부분도 있어서 보통입니다.,2025-01-21,Neutral
R0429,41,75,5,와! 밤에도 사용 가능하고 조용한 작동해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-03-01,Positive
R0430,880,71,3,토스터기 보통 수준이네요. 기능 부족하지만 타이머 고장해서 그럭저럭이에요.,2025-10-16,Neutral
R0431,228,52,5,메모리카드 256GB 정말 만족합니다! 성능 우수하고 품질 만족해서 추천드려요.,2025-03-04,Positive
R0432,399,88,1,메인보드 B550 쓰면서 품질 불량한 게 가장 아쉬워요. 호환성 문제하기까지 해서 실망.,2025-04-19,Negative
R0433,746,80,1,기대했는데 아쉽네요. 비싼 가격하고 배송 늦음합니다. 1점이 적당한 것 같아요.,2025-10-22,Negative
R0434,115,75,1,기대했는데 아쉽네요. 진동 많음하고 밤에 못씀합니다. 1점이 적당한 것 같아요.,2025-04-08,Negative
R0435,593,38,5,수영복 정말 만족합니다! 브랜드 신뢰하고 만족스러움해서 추천드려요.,2025-10-15,Positive
R0436,736,39,2,전기히터 후기입니다. 배송 늦음해서 불만족이에요. 품질 아쉬움하기까지 하네요.,2024-11-17,Negative
R0437,24,69,5,원피스 플라워 후기 남깁니다. 브랜드 신뢰해서 기대 이상이었어요. 실용적하기까지!,2025-08-01,Positive
R0438,251,48,5,이 제품 구매하길 잘했네요. 해상도 높음하고 선명도 우수합니다. 5점 드립니다!,2025-08-02,Positive
R0439,776,96,3,평범한 제품인 것 같아요. 배송 늦음하고 쉽게 망가짐한 정도입니다.,2025-03-17,Neutral
R0440,792,45,1,기대했는데 아쉽네요. 소음 심함하고 왜곡 심함합니다. 1점이 적당한 것 같아요.,2025-06-15,Negative
R0441,879,79,2,트레이닝복 후기입니다. 추천 안함해서 불만족이에요. 불편함하기까지 하네요.,2025-06-17,Negative
R0442,750,47,4,이 제품 구매하길 잘했네요. 내구성 좋음하고 수납 공간 넉넉합니다. 4점 드립니다!,2024-11-06,Positive
R0443,868,73,2,캐주얼 백팩 후기입니다. 쉽게 망가짐해서 불만족이에요. 실망스러움하기까지 하네요.,2024-11-29,Negative
R0444,97,17,5,에어컨 벽걸이 사용해보니 소음 적음하네요. 진동 없음해서 만족스럽습니다.,2025-01-14,Positive
R0445,746,80,5,포터블 SSD 후기 남깁니다. 빠른 배송해서 기대 이상이었어요. 포장 깔끔하기까지!,2024-12-23,Positive
R0446,714,42,3,클러치백 그냥 그래요. 기대 이하한 편이지만 불편함한 부분도 있어서 보통입니다.,2024-11-19,Neutral
R0447,655,67,3,가습기 그냥 그래요. 품질 아쉬움한 편이지만 쉽게 망가짐한 부분도 있어서 보통입니다.,2025-02-08,Neutral
R0448,237,87,3,나쁘지도 좋지도 않은 제품이에요. 사이즈 안맞음하지만 거칠음해서 3점 정도?,2024-12-17,Neutral
R0449,784,47,1,음... 쉽게 망가짐하고 수납 부족해서 다시 사고 싶지 않아요.,2025-07-24,Negative
R0450,686,31,5,이 제품 구매하길 잘했네요. 가성비 좋음하고 빠른 배송합니다. 5점 드립니다!,2025-09-03,Positive
R0451,768,47,4,와! 디자인 예쁨하고 재질 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2024-12-07,Positive
R0452,707,41,5,TV 스탠드 사용해보니 가성비 좋음하네요. 빠른 배송해서 만족스럽습니다.,2025-05-28,Positive
R0453,59,92,2,비데 쓰면서 비싼 가격한 게 가장 아쉬워요. 추천 안함하기까지 해서 실망.,2024-11-17,Negative
R0454,183,30,4,에어프라이어 정말 만족합니다! 타이머 기능 좋음하고 청소 쉬움해서 추천드려요.,2025-02-15,Positive
R0455,957,62,4,이 제품 구매하길 잘했네요. 소리 깔끔하고 무선 연결 안정합니다. 4점 드립니다!,2025-07-27,Positive
R0456,310,61,3,나쁘지도 좋지도 않은 제품이에요. 금방 꺼짐하지만 충전 느림해서 3점 정도?,2025-07-24,Neutral
R0457,22,1,3,넥타이 실크 보통 수준이네요. 실망스러움하지만 품질 아쉬움해서 그럭저럭이에요.,2025-08-09,Neutral
R0458,682,71,5,토스터기 사용해보니 온도 조절 정확하네요. 기능 다양해서 만족스럽습니다.,2025-04-29,Positive
R0459,87,90,5,이 제품 구매하길 잘했네요. 내구성 좋음하고 디자인 예쁨합니다. 5점 드립니다!,2025-01-28,Positive
R0460,869,9,5,이 제품 구매하길 잘했네요. 실용적하고 빠른 배송합니다. 5점 드립니다!,2025-07-28,Positive
R0461,426,38,2,수영복 쓰면서 배송 늦음한 게 가장 아쉬워요. 쉽게 망가짐하기까지 해서 실망.,2025-04-12,Negative
R0462,518,38,2,수영복 후기입니다. 포장 엉성해서 불만족이에요. 쉽게 망가짐하기까지 하네요.,2025-09-04,Negative
R0463,783,89,3,모니터 암 보통 수준이네요. 픽셀 깨짐하지만 번짐 현상해서 그럭저럭이에요.,2025-02-14,Neutral
R0464,768,8,5,온수매트 후기 남깁니다. 실용적해서 기대 이상이었어요. 추천함하기까지!,2025-06-16,Positive
R0465,601,49,3,벨트 가죽 그냥 그래요. 가짜 같음한 편이지만 저렴해 보임한 부분도 있어서 보통입니다.,2024-11-14,Neutral
R0466,990,35,5,정수기 사용해보니 내구성 좋음하네요. 가성비 좋음해서 만족스럽습니다.,2025-01-05,Positive
R0467,108,38,5,이 제품 구매하길 잘했네요. 가성비 좋음하고 추천함합니다. 5점 드립니다!,2025-02-14,Positive
R0468,26,92,5,비데 사용해보니 가성비 좋음하네요. 추천함해서 만족스럽습니다.,2025-07-16,Positive
R0469,376,63,1,음... 소음 심함하고 이웃 민원해서 다시 사고 싶지 않아요.,2025-04-28,Negative
R0470,724,96,4,삼각대 프로 후기 남깁니다. 품질 우수해서 기대 이상이었어요. 추천함하기까지!,2025-08-22,Positive
R0471,953,64,1,노트북 Pro 후기입니다. 충전 느림해서 불만족이에요. 전력 소모 큼하기까지 하네요.,2024-12-14,Negative
R0472,208,15,5,무선 충전기 정말 만족합니다! 무선충전 편리하고 충전 빠름해서 추천드려요.,2025-04-12,Positive
R0473,440,56,5,어댑터 멀티 사용해보니 쿨링 좋음하네요. 열 관리 우수해서 만족스럽습니다.,2024-12-15,Positive
R0474,536,37,3,파우치 가죽 그냥 그래요. 쉽게 망가짐한 편이지만 추천 안함한 부분도 있어서 보통입니다.,2025-08-19,Neutral
R0475,540,40,5,커피머신 후기 남깁니다. 디자인 예쁨해서 기대 이상이었어요. 가성비 좋음하기까지!,2025-04-24,Positive
R0476,511,48,5,모니터 27인치 정말 만족합니다! 시야각 넓음하고 화면 크기 적당해서 추천드려요.,2025-02-21,Positive
R0477,510,92,4,비데 후기 남깁니다. 포장 깔끔해서 기대 이상이었어요. 가성비 좋음하기까지!,2025-07-23,Positive
R0478,673,11,1,GPU RTX 4070 쓰면서 배송 늦음한 게 가장 아쉬워요. 불편함하기까지 해서 실망.,2025-01-12,Negative
R0479,549,36,2,기대했는데 아쉽네요. 불편함하고 실망스러움합니다. 2점이 적당한 것 같아요.,2024-11-22,Negative
R0480,705,64,5,노트북 Pro 사용해보니 대기시간 길음하네요. 무선충전 편리해서 만족스럽습니다.,2025-07-13,Positive
R0481,142,31,4,전기포트 후기 남깁니다. 만족스러움해서 기대 이상이었어요. 포장 깔끔하기까지!,2025-05-17,Positive
R0482,975,34,1,김치냉장고 실망이에요. 진동 많음하고 너무 시끄러움해서 별로예요.,2025-06-28,Negative
R0483,869,62,1,마이크 콘덴서 실망이에요. 음향 효과 별로하고 잡음 많음해서 별로예요.,2025-05-20,Negative
R0484,243,21,5,이 제품 구매하길 잘했네요. 저음 좋음하고 노이즈 캔슬링 좋음합니다. 5점 드립니다!,2025-07-01,Positive
R0485,11,1,1,넥타이 실크 쓰면서 브랜드 의심한 게 가장 아쉬워요. 포장 엉성하기까지 해서 실망.,2025-02-05,Negative
R0486,675,90,3,목걸이 골드 그냥 그래요. 저렴해 보임한 편이지만 재질 안좋음한 부분도 있어서 보통입니다.,2025-03-13,Neutral
R0487,640,20,2,렌즈 85mm 실망이에요. 배송 늦음하고 기대 이하해서 별로예요.,2025-10-06,Negative
R0488,144,50,5,마사지 건 후기 남깁니다. 포장 깔끔해서 기대 이상이었어요. 빠른 배송하기까지!,2025-02-02,Positive
R0489,859,45,3,프리미엄 무선 이어폰 보통 수준이네요. 연결 불안정하지만 잡음 많음해서 그럭저럭이에요.,2025-09-28,Neutral
R0490,386,85,3,가죽 재킷 사용 후기입니다. 착용감 불편한 점은 좋지만 보온성 부족한 게 아쉬워요.,2025-01-22,Neutral
R0491,193,79,3,트레이닝복 보통 수준이네요. 배송 늦음하지만 브랜드 의심해서 그럭저럭이에요.,2025-01-10,Neutral
R0492,546,23,5,이 제품 구매하길 잘했네요. 가성비 좋음하고 만족스러움합니다. 5점 드립니다!,2025-10-13,Positive
R0493,381,47,3,반지 다이아몬드 그냥 그래요. 수납 부족한 편이지만 재질 안좋음한 부분도 있어서 보통입니다.,2024-12-24,Neutral
R0494,689,48,4,이 제품 구매하길 잘했네요. 해상도 높음하고 선명도 우수합니다. 4점 드립니다!,2025-03-24,Positive
R0495,25,100,4,OLED TV 55인치 후기 남깁니다. 빠른 배송해서 기대 이상이었어요. 디자인 예쁨하기까지!,2025-06-15,Positive
R0496,689,72,5,이 제품 구매하길 잘했네요. 가성비 좋음하고 빠른 배송합니다. 5점 드립니다!,2025-07-30,Positive
R0497,858,95,1,니트 스웨터 쓰면서 실망스러움한 게 가장 아쉬워요. 불편함하기까지 해서 실망.,2025-03-09,Negative
R0498,581,92,2,비데 실망이에요. 쉽게 망가짐하고 품질 아쉬움해서 별로예요.,2025-05-08,Negative
R0499,985,38,1,수영복 실망이에요. 추천 안함하고 품질 아쉬움해서 별로예요.,2025-03-22,Negative
R0500,838,59,1,음... 불편함하고 디자인 별로해서 다시 사고 싶지 않아요.,2025-09-28,Negative
R0501,832,59,4,귀걸이 실버 후기 남깁니다. 재질 좋음해서 기대 이상이었어요. 고급스러움하기까지!,2025-10-02,Positive
R0502,253,25,5,전기밥솥 정말 만족합니다! 타이머 기능 좋음하고 기능 다양해서 추천드려요.,2025-03-26,Positive
R0503,541,75,3,평범한 제품인 것 같아요. 밤에 못씀하고 진동 많음한 정도입니다.,2025-07-15,Neutral
R0504,999,46,4,마우스 패드 사용해보니 빠른 배송하네요. 브랜드 신뢰해서 만족스럽습니다.,2025-07-27,Positive
R0505,740,69,4,원피스 플라워 사용해보니 품질 우수하네요. 만족스러움해서 만족스럽습니다.,2025-06-19,Positive
R0506,907,89,4,모니터 암 사용해보니 화질 선명하네요. 색감 좋음해서 만족스럽습니다.,2025-04-02,Positive
R0507,256,14,2,기대했는데 아쉽네요. 브랜드 의심하고 포장 엉성합니다. 2점이 적당한 것 같아요.,2024-11-06,Negative
R0508,397,6,2,오디오 인터페이스 후기입니다. 배송 늦음해서 불만족이에요. 쉽게 망가짐하기까지 하네요.,2025-02-25,Negative
R0509,264,69,2,음... 비싼 가격하고 추천 안함해서 다시 사고 싶지 않아요.,2024-11-12,Negative
R0510,406,33,2,액션캠 4K 후기입니다. 실망스러움해서 불만족이에요. 품질 아쉬움하기까지 하네요.,2025-05-17,Negative
R0511,595,11,3,평범한 제품인 것 같아요. 품질 아쉬움하고 기대 이하한 정도입니다.,2025-07-21,Neutral
R0512,602,94,4,후드 집업 사용해보니 포장 깔끔하네요. 만족스러움해서 만족스럽습니다.,2025-01-14,Positive
R0513,898,97,3,드론 미니 보통 수준이네요. 금방 꺼짐하지만 전력 소모 큼해서 그럭저럭이에요.,2025-04-14,Neutral
R0514,827,5,5,이 제품 구매하길 잘했네요. 마감 깔끔하고 재질 좋음합니다. 5점 드립니다!,2025-08-21,Positive
R0515,194,34,4,김치냉장고 사용해보니 소음 적음하네요. 무음 모드 좋음해서 만족스럽습니다.,2025-01-05,Positive
R0516,904,79,5,트레이닝복 후기 남깁니다. 품질 우수해서 기대 이상이었어요. 내구성 좋음하기까지!,2024-12-01,Positive
R0517,673,92,1,기대했는데 아쉽네요. 품질 아쉬움하고 배송 늦음합니다. 1점이 적당한 것 같아요.,2024-11-12,Negative
R0518,917,71,3,평범한 제품인 것 같아요. 타이머 고장하고 청소 어려움한 정도입니다.,2025-05-26,Neutral
R0519,657,75,5,이 제품 구매하길 잘했네요. 진동 없음하고 무음 모드 좋음합니다. 5점 드립니다!,2025-02-01,Positive
R0520,108,27,3,나쁘지도 좋지도 않은 제품이에요. 기대 이하하지만 품질 아쉬움해서 3점 정도?,2024-11-10,Neutral
R0521,284,43,2,스마트 도어벨 쓰면서 쉽게 망가짐한 게 가장 아쉬워요. 실망스러움하기까지 해서 실망.,2025-02-23,Negative
R0522,398,92,4,비데 정말 만족합니다! 가성비 좋음하고 빠른 배송해서 추천드려요.,2025-10-15,Positive
R0523,48,67,2,가습기 쓰면서 품질 아쉬움한 게 가장 아쉬워요. 불편함하기까지 해서 실망.,2025-06-25,Negative
R0524,460,94,5,와! 품질 우수하고 포장 깔끔해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-06-27,Positive
R0525,244,22,4,이 제품 구매하길 잘했네요. 사이즈 딱맞음하고 편안함합니다. 4점 드립니다!,2024-11-13,Positive
R0526,207,79,2,음... 비싼 가격하고 추천 안함해서 다시 사고 싶지 않아요.,2025-02-18,Negative
R0527,764,70,1,기대했는데 아쉽네요. 거칠음하고 착용감 불편합니다. 1점이 적당한 것 같아요.,2025-06-09,Negative
R0528,683,23,5,이 제품 구매하길 잘했네요. 빠른 배송하고 브랜드 신뢰합니다. 5점 드립니다!,2025-06-03,Positive
R0529,922,19,2,전기장판 후기입니다. 비싼 가격해서 불만족이에요. 포장 엉성하기까지 하네요.,2025-05-17,Negative
R0530,387,18,4,와! 실용적하고 디자인 예쁨해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-06-18,Positive
R0531,755,22,3,장갑 가죽 보통 수준이네요. 착용감 불편하지만 사이즈 안맞음해서 그럭저럭이에요.,2025-07-30,Neutral
R0532,869,96,2,음... 비싼 가격하고 불편함해서 다시 사고 싶지 않아요.,2025-07-19,Negative
R0533,382,13,4,와! 고음 선명하고 저음 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-05-19,Positive
R0534,894,80,3,평범한 제품인 것 같아요. 추천 안함하고 쉽게 망가짐한 정도입니다.,2025-01-21,Neutral
R0535,864,39,5,전기히터 사용해보니 추천함하네요. 가성비 좋음해서 만족스럽습니다.,2025-01-08,Positive
R0536,648,94,5,후드 집업 사용해보니 브랜드 신뢰하네요. 디자인 예쁨해서 만족스럽습니다.,2024-12-24,Positive
R0537,324,100,3,나쁘지도 좋지도 않은 제품이에요. 품질 아쉬움하지만 불편함해서 3점 정도?,2025-05-17,Neutral
R0538,792,77,5,여행용 캐리어 정말 만족합니다! 빠른 배송하고 브랜드 신뢰해서 추천드려요.,2025-01-27,Positive
R0539,137,82,2,음... 이웃 민원하고 진동 많음해서 다시 사고 싶지 않아요.,2024-12-13,Negative
R0540,941,85,5,이 제품 구매하길 잘했네요. 신축성 좋음하고 방수 기능 우수합니다. 5점 드립니다!,2024-12-30,Positive
R0541,32,22,4,와! 편안함하고 신축성 좋음해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-09-17,Positive
R0542,908,84,5,와! 디자인 예쁨하고 실용적해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-07-16,Positive
R0543,67,30,4,와! 에너지 효율하고 요리 잘됨해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2024-11-19,Positive
R0544,154,98,4,이 제품 구매하길 잘했네요. 빠른 배송하고 품질 우수합니다. 4점 드립니다!,2025-01-10,Positive
R0545,189,21,1,이어폰 유선 후기입니다. 음질 나쁨해서 불만족이에요. 볼륨 작음하기까지 하네요.,2025-04-04,Negative
R0546,23,77,5,여행용 캐리어 정말 만족합니다! 추천함하고 품질 우수해서 추천드려요.,2025-01-03,Positive
R0547,499,45,4,프리미엄 무선 이어폰 후기 남깁니다. 음질 최고해서 기대 이상이었어요. 볼륨 충분하기까지!,2024-11-03,Positive
R0548,870,19,3,평범한 제품인 것 같아요. 브랜드 의심하고 쉽게 망가짐한 정도입니다.,2025-08-02,Neutral
R0549,971,54,4,이 제품 구매하길 잘했네요. 밤에도 사용 가능하고 진동 없음합니다. 4점 드립니다!,2025-02-16,Positive
R0550,258,21,2,음... 소리 끊김하고 볼륨 작음해서 다시 사고 싶지 않아요.,2024-12-07,Negative
R0551,689,72,1,RAM 32GB 후기입니다. 실망스러움해서 불만족이에요. 불편함하기까지 하네요.,2025-09-10,Negative
R0552,178,79,4,이 제품 구매하길 잘했네요. 가성비 좋음하고 품질 우수합니다. 4점 드립니다!,2024-11-25,Positive
R0553,307,3,5,게이밍 키보드 정말 만족합니다! 가성비 좋음하고 품질 우수해서 추천드려요.,2025-10-04,Positive
R0554,77,58,2,키보드 기계식 실망이에요. 배송 늦음하고 기대 이하해서 별로예요.,2024-12-22,Negative
R0555,879,84,3,나쁘지도 좋지도 않은 제품이에요. 포장 엉성하지만 품질 아쉬움해서 3점 정도?,2025-10-07,Neutral
R0556,45,65,5,속옷 세트 사용해보니 사이즈 딱맞음하네요. 부드러움해서 만족스럽습니다.,2025-04-30,Positive
R0557,312,72,1,RAM 32GB 후기입니다. 기대 이하해서 불만족이에요. 추천 안함하기까지 하네요.,2025-05-04,Negative
R0558,499,29,2,등산복 쓰면서 기대 이하한 게 가장 아쉬워요. 포장 엉성하기까지 해서 실망.,2024-11-30,Negative
R0559,718,54,2,로봇청소기 실망이에요. 밤에 못씀하고 진동 많음해서 별로예요.,2025-10-18,Negative
R0560,291,39,5,와! 빠른 배송하고 실용적해서 너무 좋아요. 다음에도 이 브랜드로 살 예정입니다.,2025-07-23,Positive
R0561,229,83,4,외장 하드디스크 정말 만족합니다! 만족스러움하고 가성비 좋음해서 추천드려요.,2025-08-16,Positive
R0562,369,42,1,음... 브랜드 의심하고 추천 안함해서 다시 사고 싶지 않아요.,2025-09-04,Negative
